VendorNumber,VendorName,Brand,Description,PurchasePrice,actualprice,Volume,totalpurchasequantity,totalpurchasedollars,totalsalesquantity,totalsalesdollars,totalsalesprice,totalexcisetax,freightcost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
10754,PERFECTA WINES,24156,NY Yankees Cab Svgn,12.9,19.99,750.0,130.0,1676.9999999999998,117.0,2302.8300000000004,117.0,12.930000000000007,28720.52,625.8300000000006,27.176561014056638,0.9,1.3731842576028628
90047,CRUSH WINES,15838,Ravines Finger Rsl Lakes,11.03,17.99,750.0,152.0,1676.5600000000004,159.0,2724.4100000000008,159.0,17.67,1457.7299999999998,1047.8500000000004,38.46153846153847,1.0460526315789473,1.625
6785,PALM BAY INTERNATIONAL INC,7215,Lancers Rose,3.97,5.99,750.0,422.0,1675.3400000000013,415.0,2485.8500000000004,415.0,46.629999999999995,13605.409999999998,810.5099999999991,32.60494398294342,0.9834123222748815,1.4837883653467348
1590,DIAGEO CHATEAU ESTATE WINES,46733,Stellina di Notte Pnt Grigio,8.21,11.99,750.0,204.0,1674.84,203.0,2433.9700000000007,203.0,22.729999999999997,7259.75,759.1300000000008,31.188962887792393,0.9950980392156863,1.453255236321082
7245,PROXIMO SPIRITS INC.,2877,Bushmills 16 Yr Old Irish W,49.25,65.99,750.0,34.0,1674.5,31.0,2045.69,31.0,24.46,38994.78000000001,371.19000000000005,18.144977978090523,0.9117647058823529,1.2216721409375932
1392,CONSTELLATION BRANDS INC,20181,Ruffino Prosecco,4.66,6.99,375.0,359.0,1672.9400000000005,323.0,2257.770000000001,323.0,18.330000000000005,79528.99,584.8300000000004,25.902992776057797,0.8997214484679665,1.34958217270195
17035,PERNOD RICARD USA,8943,Malibu Rum Sparkler RTD,7.74,13.99,750.0,216.0,1671.8400000000001,711.0,7117.889999999998,711.0,560.1699999999998,123780.21999999997,5446.049999999997,76.51214053602963,3.2916666666666665,4.257518662072924
10754,PERFECTA WINES,25190,Sixto Chardonnay,23.52,35.99,750.0,71.0,1669.92,166.0,5974.34,166.0,18.480000000000004,28720.52,4304.42,72.0484605830937,2.3380281690140845,3.577620484813644
2000,SOUTHERN WINE & SPIRITS NE,24990,Turnbull Cab Svgn Oakvile 12,46.35,69.99,750.0,36.0,1668.6,33.0,2309.67,33.0,3.7000000000000006,19016.59,641.0700000000002,27.755913182402686,0.9166666666666666,1.3841963322545847
90047,CRUSH WINES,42677,Kistler Les Noisetiers Sono,37.92,54.99,750.0,44.0,1668.48,37.0,2034.63,37.0,4.140000000000001,1457.7299999999998,366.1500000000001,17.995900974624384,0.8409090909090909,1.2194512370540853
4425,MARTIGNETTI COMPANIES,27697,Volpaia Prelius Cab Svgn,9.93,14.99,750.0,168.0,1668.2400000000002,3.0,44.97,3.0,0.33,144929.24,-1623.2700000000002,-3609.673115410274,0.017857142857142856,0.02695655301395482
660,SAZERAC NORTH AMERICA INC.,114,Mr Boston Creme de Banana,5.11,6.49,1000.0,326.0,1665.8599999999997,324.0,2102.760000000002,324.0,340.1999999999998,17932.329999999994,436.90000000000236,20.777454393273693,0.9938650306748467,1.2622669371976052
9744,FREDERICK WILDMAN & SONS,25423,Pol Roger 02 Sir W Churchill,151.36,220.99,750.0,11.0,1664.96,47.0,10386.53,47.0,5.28,3999.9299999999994,8721.57,83.97000730754158,4.2727272727272725,6.238306025369979
9165,ULTRA BEVERAGE COMPANY LLP,18615,Ruca Malen Cab Svgn Rsv,10.88,16.99,750.0,153.0,1664.64,183.0,2996.170000000001,183.0,20.250000000000007,68054.70000000003,1331.5300000000009,44.44106976573427,1.196078431372549,1.7998906670511348
9552,M S WALKER INC,29902,Au Bon Climate Pnt Nr,14.86,21.99,750.0,112.0,1664.32,98.0,2155.0200000000004,98.0,10.93,55551.819999999985,490.7000000000005,22.770090300786087,0.875,1.2948351278600272
4425,MARTIGNETTI COMPANIES,28753,Round Hill Common Man Merlot,6.03,8.99,750.0,276.0,1664.2799999999997,264.0,2373.36,264.0,29.699999999999996,144929.24,709.0800000000004,29.876630599656195,0.9565217391304348,1.4260581152209968
7153,PINE STATE TRADING CO,20947,Catalpa Cab Svgn,10.66,15.99,750.0,156.0,1662.9599999999998,159.0,2812.4100000000003,159.0,17.89,15884.819999999998,1149.4500000000005,40.87064119385155,1.0192307692307692,1.6912072449126863
4425,MARTIGNETTI COMPANIES,27925,Barone Ricasoli Castello,39.59,58.99,750.0,42.0,1662.78,0.0,0.0,0.0,0.0,144929.24,-1662.78,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,26766,Neyers Vineyard Left Bank Rd,19.73,29.99,750.0,84.0,1657.32,61.0,1829.3900000000003,61.0,6.790000000000001,144929.24,172.0700000000004,9.405867529613717,0.7261904761904762,1.1038242463736638
4425,MARTIGNETTI COMPANIES,27873,Poderi Le Ripi Amore e Folli,27.58,39.99,750.0,60.0,1654.8,5.0,199.95000000000002,5.0,0.55,144929.24,-1454.85,-727.6069017254313,0.08333333333333333,0.12083031182015955
9744,FREDERICK WILDMAN & SONS,18236,Marchesi Barolo Cannubi 11,51.69,75.99,750.0,32.0,1654.08,29.0,2203.71,29.0,3.25,3999.9299999999994,549.6300000000001,24.941122016962307,0.90625,1.3322874347069067
3960,DIAGEO NORTH AMERICA INC,86,Don Julio Real Tequila,236.21,299.99,750.0,7.0,1653.47,18.0,5399.820000000001,18.0,14.18,257032.07000000007,3746.3500000000004,69.37916449066822,2.5714285714285716,3.2657502101640796
3960,DIAGEO NORTH AMERICA INC,744,Ciroc Red Berry Vodka,6.24,7.99,200.0,264.0,1647.36,149.0,1243.5100000000002,149.0,31.290000000000024,257032.07000000007,-403.8499999999997,-32.476618603790854,0.5643939393939394,0.7548501845376847
3960,DIAGEO NORTH AMERICA INC,2571,Johnnie Walker Gold Edition,65.88,84.99,750.0,25.0,1647.0,31.0,2634.69,31.0,24.41,257032.07000000007,987.69,37.4879018024891,1.24,1.5996903460837888
9552,M S WALKER INC,22970,Bluegray Priorat DOQ,11.68,17.99,750.0,141.0,1646.8799999999999,131.0,2356.6900000000005,131.0,14.570000000000002,55551.819999999985,709.8100000000006,30.11893800202829,0.9290780141843972,1.4310028660254546
9552,M S WALKER INC,26049,Simonnet-Febvre Bourgogne Br,9.8,14.99,750.0,168.0,1646.4,155.0,2323.4500000000007,155.0,17.190000000000005,55551.819999999985,677.0500000000006,29.139856678645998,0.9226190476190477,1.4112305636540334
7153,PINE STATE TRADING CO,20170,Piazzo Dolcetto,8.66,12.99,750.0,190.0,1645.4000000000003,116.0,1167.8400000000001,116.0,12.850000000000001,15884.819999999998,-477.5600000000002,-40.892588025756964,0.6105263157894737,0.7097605445484381
4425,MARTIGNETTI COMPANIES,21562,Talley Vyds Pnt Nr,19.35,29.99,750.0,85.0,1644.75,70.0,2099.3,70.0,7.740000000000001,144929.24,454.5500000000002,21.652455580431578,0.8235294117647058,1.2763641890864874
90024,VINILANDIA USA,23938,Alphonse Dolly Pouilly-Fume,14.93,22.99,750.0,110.0,1642.3,84.0,1914.1600000000005,84.0,9.3,2802.6400000000003,271.8600000000006,14.20257449742971,0.7636363636363637,1.1655361383425686
10754,PERFECTA WINES,24406,St Mayhem White Aged/Peppers,15.64,22.99,750.0,105.0,1642.2000000000003,82.0,1885.1800000000003,82.0,9.130000000000003,28720.52,242.98000000000002,12.888954900858273,0.780952380952381,1.147960053586652
4848,LAIRD & CO,37457,San Rocco Pinot Grigio Vene,5.26,7.99,750.0,312.0,1641.119999999999,304.0,2428.96,304.0,34.199999999999996,1043.69,787.840000000001,32.43528094328441,0.9743589743589743,1.4800623964122073
9165,ULTRA BEVERAGE COMPANY LLP,46766,Tom Eddy Elodian Cab Svgn,21.56,34.99,750.0,76.0,1638.5600000000002,26.0,859.74,26.0,2.91,68054.70000000003,-778.8200000000002,-90.58785214134507,0.34210526315789475,0.5246924128503075
4425,MARTIGNETTI COMPANIES,26498,Gosset Grand Rose Brut,54.6,82.99,750.0,30.0,1638.0,10.0,829.8999999999999,10.0,1.1,144929.24,-808.1000000000001,-97.37317749126404,0.3333333333333333,0.5066544566544565
12546,JIM BEAM BRANDS COMPANY,734,Old Grand Dad,13.63,17.99,750.0,120.0,1635.6,120.0,2998.8,120.0,94.5,123880.96999999999,1363.2000000000003,45.45818327330933,1.0,1.8334556126192225
480,BACARDI USA INC,1757,Aberfeldy 21 Yr Single Malt,116.78,159.99,750.0,14.0,1634.92,18.0,2879.8199999999997,18.0,14.189999999999998,89286.26999999999,1244.8999999999996,43.228396219208136,1.2857142857142858,1.76144398502679
1485,CASTLE BRANDS CORP.,1788,Knappogue Castle Irish 12 Yr,29.19,39.99,750.0,56.0,1634.64,167.0,6678.329999999996,167.0,131.68999999999997,8497.589999999998,5043.689999999996,75.52322212289597,2.982142857142857,4.085505065335484
9165,ULTRA BEVERAGE COMPANY LLP,38632,Carpineto Cab Svgn Farnito,8.09,12.29,750.0,202.0,1634.1799999999998,202.0,4657.480000000001,202.0,22.430000000000007,68054.70000000003,3023.3000000000015,64.91278545479531,1.0,2.850040999155541
4425,MARTIGNETTI COMPANIES,21380,Bartenura Asti Spumante,12.57,19.49,750.0,130.0,1634.1,135.0,2631.150000000001,135.0,14.910000000000004,144929.24,997.0500000000011,37.894076734507756,1.0384615384615385,1.6101523774554807
3252,E & J GALLO WINERY,27443,Renato Ratti Marcenasco Baro,34.01,49.99,750.0,48.0,1632.4799999999998,6.0,311.94,6.0,0.66,61966.909999999996,-1320.5399999999997,-423.3314098865166,0.125,0.1910835048515143
4692,KOBRAND CORPORATION,25448,Taylor Fladgate 30 yr Tawny,70.96,109.99,750.0,23.0,1632.0800000000002,22.0,2419.78,22.0,2.45,9139.38,787.7,32.55254609923216,0.9565217391304348,1.4826356551149453
4425,MARTIGNETTI COMPANIES,27178,Ridge Monte Bello Chard,45.33,67.99,750.0,36.0,1631.88,9.0,611.91,9.0,0.99,144929.24,-1019.9700000000001,-166.6862773937344,0.25,0.3749724244429737
9165,ULTRA BEVERAGE COMPANY LLP,2885,Patron Anejo Tequila BTB,46.61,61.99,750.0,35.0,1631.3500000000004,15.0,929.85,15.0,11.809999999999999,68054.70000000003,-701.5000000000003,-75.44227563585528,0.42857142857142855,0.5699880467097801
4425,MARTIGNETTI COMPANIES,1090,Licor 43 Liqueur Gift Pack,13.59,16.99,750.0,120.0,1630.8,132.0,2534.6800000000007,132.0,103.97999999999996,144929.24,903.8800000000008,35.660517303959494,1.1,1.5542555800833953
10754,PERFECTA WINES,21444,Ch Palmer Margaux,232.87,339.99,750.0,7.0,1630.0900000000001,7.0,2379.9300000000003,7.0,0.79,28720.52,749.8400000000001,31.50680902379482,1.0,1.4599991411517157
9165,ULTRA BEVERAGE COMPANY LLP,36749,Framboise Pacific Rim Infusn,10.38,15.99,375.0,157.0,1629.6599999999999,104.0,1662.9600000000003,104.0,6.080000000000002,68054.70000000003,33.30000000000041,2.002453456487252,0.6624203821656051,1.0204337100990393
10754,PERFECTA WINES,23745,Ch Angelus 12 St Emilion,271.42,398.99,750.0,6.0,1628.52,14.0,5585.860000000001,14.0,1.58,28720.52,3957.3400000000006,70.84567103364567,2.3333333333333335,3.430022351583033
1590,DIAGEO CHATEAU ESTATE WINES,43939,Provenance Svgn Bl Napa,12.33,18.99,750.0,132.0,1627.56,36.0,699.64,36.0,4.01,7259.75,-927.92,-132.6282087930936,0.2727272727272727,0.4298704809653715
4425,MARTIGNETTI COMPANIES,27523,Opolo Cab Svgn,19.35,29.99,750.0,84.0,1625.4,41.0,1229.5900000000001,41.0,4.5200000000000005,144929.24,-395.80999999999995,-32.190404931725205,0.4880952380952381,0.7564845576473483
8112,MOET HENNESSY USA INC,20553,Dom Perignon Oeno 96 Silver,180.39,275.99,750.0,9.0,1623.5099999999998,3.0,827.97,3.0,0.33,48347.26,-795.5399999999997,-96.08319141997896,0.3333333333333333,0.5099876194171887
9552,M S WALKER INC,42691,Las Brisas Rueda Wh,7.48,10.99,750.0,217.0,1623.1599999999999,231.0,2996.6900000000005,231.0,25.69000000000001,55551.819999999985,1373.5300000000007,45.834904511310825,1.064516129032258,1.8462073979151783
7749,R.P.IMPORTS INC,19588,Ch Lafaurie-Peyragey Saut 10,53.99,80.99,750.0,30.0,1619.6999999999998,55.0,4454.449999999998,55.0,6.13,91.5,2834.749999999998,63.63860858242879,1.8333333333333333,2.750169784527998
9552,M S WALKER INC,15426,Voga Moscato Italia,6.45,11.99,750.0,251.0,1618.9499999999998,245.0,2905.5500000000015,245.0,27.190000000000005,55551.819999999985,1286.6000000000017,44.2807730033901,0.9760956175298805,1.7947126223787033
10754,PERFECTA WINES,23781,Le Clarence de Haut Brion 12,89.93,133.99,750.0,18.0,1618.74,13.0,1741.8700000000001,13.0,1.4600000000000002,28720.52,123.13000000000011,7.0688398100891625,0.7222222222222222,1.076065334766547
9552,M S WALKER INC,19669,Murphy-Goode Homefront Red,6.06,11.99,750.0,267.0,1618.0200000000002,310.0,2495.9399999999996,310.0,34.669999999999995,55551.819999999985,877.9199999999994,35.173922450058875,1.1610486891385767,1.5425890903697106
4425,MARTIGNETTI COMPANIES,23436,Dom R Bouvier Marsny Rose 14,12.41,18.99,750.0,130.0,1613.3,187.0,3551.1300000000006,187.0,20.870000000000005,144929.24,1937.8300000000006,54.56939058834794,1.4384615384615385,2.2011591148577456
10754,PERFECTA WINES,27286,Ch Malartic-Lagraviere PL 07,33.55,49.99,750.0,48.0,1610.4,26.0,1299.74,26.0,2.8600000000000003,28720.52,-310.6600000000001,-23.901703417606605,0.5416666666666666,0.8070914058618976
8892,TRINCHERO FAMILY ESTATES,26882,Trinchero BRV Cab Svgn Napa,53.68,79.99,750.0,30.0,1610.3999999999999,23.0,1839.77,23.0,2.55,11595.970000000003,229.37000000000012,12.467319284475783,0.7666666666666667,1.1424304520615998
90047,CRUSH WINES,23061,Navarro Vyds Chard,13.42,19.99,750.0,120.0,1610.3999999999999,87.0,1739.13,87.0,9.620000000000001,1457.7299999999998,128.73000000000025,7.4019768504942265,0.725,1.079936661698957
4425,MARTIGNETTI COMPANIES,27522,Whitehall Lane Merlot,19.17,27.99,750.0,84.0,1610.28,35.0,979.65,35.0,3.880000000000001,144929.24,-630.63,-64.37299035369774,0.4166666666666667,0.6083724569640062
4425,MARTIGNETTI COMPANIES,14929,Yellow Tail Moscato,5.47,7.99,750.0,294.0,1608.1800000000003,339.0,2708.610000000001,339.0,37.82999999999997,144929.24,1100.4300000000007,40.62711132278181,1.153061224489796,1.6842704174905798
6213,MHW LTD,5629,RumChata Liqueur,7.02,8.99,300.0,229.0,1607.5800000000002,2216.0,19921.839999999767,2216.0,704.0499999999931,9621.580000000002,18314.259999999766,91.93056464663896,9.676855895196507,12.39244081165464
90047,CRUSH WINES,27650,Eden Ice Cider Heirloom Barr,11.9,17.49,187.0,135.0,1606.4999999999998,50.0,874.5000000000001,50.0,1.4900000000000004,1457.7299999999998,-731.9999999999997,-83.70497427101196,0.37037037037037035,0.5443510737628386
90047,CRUSH WINES,16453,Hillinger Eveline Pnt Nr,12.25,18.49,750.0,131.0,1604.75,36.0,689.6400000000001,36.0,3.970000000000001,1457.7299999999998,-915.1099999999999,-132.69386926512382,0.2748091603053435,0.4297491821155944
4425,MARTIGNETTI COMPANIES,24863,Double Canyon Heaven H Cab S,16.54,23.99,750.0,97.0,1604.3799999999999,228.0,5469.719999999998,228.0,25.379999999999995,144929.24,3865.3399999999983,70.6679683786373,2.350515463917526,3.4092421994789257
3252,E & J GALLO WINERY,6258,Livingston Chablis Blush Ca,8.1,11.99,3000.0,198.0,1603.8000000000004,196.0,2350.0400000000004,196.0,88.19999999999997,61966.909999999996,746.24,31.75435311739374,0.98989898989899,1.4652949245541838
9165,ULTRA BEVERAGE COMPANY LLP,25990,Antech Limoux Brut,8.1,11.99,750.0,198.0,1603.7999999999997,135.0,1618.6500000000005,135.0,14.940000000000007,68054.70000000003,14.850000000000819,0.9174311926606007,0.6818181818181818,1.0092592592592597
3252,E & J GALLO WINERY,7430,New Amsterdam Vodka,9.37,11.99,1000.0,171.0,1602.2700000000002,156.0,1870.44,156.0,163.79999999999998,61966.909999999996,268.16999999999985,14.337268236350798,0.9122807017543859,1.1673687955213539
90047,CRUSH WINES,10864,Sea Smoke Ten Snt Brb Pnt Nr,59.3,85.99,750.0,27.0,1601.1,13.0,1117.8700000000001,13.0,1.4400000000000002,1457.7299999999998,-483.2299999999998,-43.227745623372996,0.48148148148148145,0.6981887452376492
2000,SOUTHERN WINE & SPIRITS NE,38088,Niebaum Coppola Edizne Znfdl,33.33,49.99,750.0,48.0,1599.84,20.0,975.8,20.0,2.2200000000000006,19016.59,-624.04,-63.9516294322607,0.4166666666666667,0.6099359935993599
4692,KOBRAND CORPORATION,27773,Jadot Nuits St Georges Les B,66.66,99.99,750.0,24.0,1599.84,1.0,99.99,1.0,0.11,9139.38,-1499.85,-1500.0,0.041666666666666664,0.0625
4425,MARTIGNETTI COMPANIES,23112,Patz & Hall Hyde Vyd Chard,38.09,55.99,750.0,42.0,1599.78,5.0,279.95,5.0,0.55,144929.24,-1319.83,-471.45204500803715,0.11904761904761904,0.17499281151158283
3252,E & J GALLO WINERY,24615,Pieropan Soave La Rocca,26.66,39.99,750.0,60.0,1599.6000000000001,14.0,559.86,14.0,1.54,61966.909999999996,-1039.7400000000002,-185.71428571428575,0.23333333333333334,0.35
9552,M S WALKER INC,25482,J. Ordonez Victoria Moscatel,9.93,14.99,375.0,161.0,1598.73,161.0,2413.3900000000003,161.0,9.200000000000001,55551.819999999985,814.6600000000003,33.75583722481655,1.0,1.5095669687814706
1587,VINEYARD BRANDS INC,45334,Cono Sur Vision Svgn Bl Csbl,6.66,9.99,750.0,240.0,1598.4000000000003,239.0,2615.610000000001,239.0,26.619999999999997,6070.089999999999,1017.2100000000007,38.88997212887244,0.9958333333333333,1.636392642642643
3252,E & J GALLO WINERY,39470,Barefoot Syrah Cal,3.22,6.29,750.0,496.0,1597.1200000000013,491.0,2819.2900000000013,491.0,54.63999999999995,61966.909999999996,1222.17,43.35027613335271,0.9899193548387096,1.7652336706070921
4425,MARTIGNETTI COMPANIES,26866,Thunevin Calvet L'Amourette,12.16,17.99,750.0,131.0,1592.96,49.0,881.51,49.0,5.4399999999999995,144929.24,-711.45,-80.70810314120091,0.37404580152671757,0.553378615910004
3252,E & J GALLO WINERY,5373,E&J Peach Brandy,7.47,10.99,750.0,213.0,1591.11,676.0,6468.739999999996,676.0,532.75,61966.909999999996,4877.6299999999965,75.40309241057763,3.1737089201877935,4.065551721753994
9165,ULTRA BEVERAGE COMPANY LLP,26274,Finca Alcayate Malbec 14,6.77,10.49,750.0,235.0,1590.95,110.0,1153.9000000000005,110.0,12.219999999999999,68054.70000000003,-437.0499999999995,-37.87589912470745,0.46808510638297873,0.7252899211163145
1392,CONSTELLATION BRANDS INC,11022,Hogue Cab Svgn Columbia,6.16,9.99,750.0,258.0,1589.2800000000004,216.0,2303.84,216.0,24.22,79528.99,714.5599999999997,31.01604278074865,0.8372093023255814,1.4496124031007749
10754,PERFECTA WINES,25415,Schlosskellerei Gobelsburg,9.08,15.99,750.0,175.0,1589.0000000000002,321.0,5124.790000000003,321.0,35.529999999999994,28720.52,3535.7900000000027,68.99385145537671,1.8342857142857143,3.225166771554438
8892,TRINCHERO FAMILY ESTATES,6456,Sutter Home Clsc Svgn Bl,4.02,5.99,187.0,395.0,1587.8999999999987,348.0,2084.5200000000004,348.0,9.979999999999992,11595.970000000003,496.6200000000017,23.824189741523305,0.8810126582278481,1.3127526922350288
9165,ULTRA BEVERAGE COMPANY LLP,25285,A Bichot St-Amour Champlette,12.49,18.99,750.0,127.0,1586.23,361.0,6804.389999999993,361.0,40.01999999999998,68054.70000000003,5218.159999999993,76.68813809908012,2.84251968503937,4.289661650580302
9552,M S WALKER INC,27027,Leyda Lot 21 Pnt Nr,25.97,39.99,750.0,61.0,1584.1699999999996,19.0,759.8100000000001,19.0,2.0900000000000003,55551.819999999985,-824.3599999999996,-108.49554493886625,0.3114754098360656,0.47962655523081504
9552,M S WALKER INC,19264,Dom de Marcoux 12 Nerf Rouge,47.94,69.99,750.0,33.0,1582.02,50.0,3499.4999999999995,50.0,5.540000000000001,55551.819999999985,1917.4799999999996,54.79297042434633,1.5151515151515151,2.212045359729965
2242,DELICATO VINEYARDS INC,16242,Domino Pnt Grigio,3.24,4.99,750.0,488.0,1581.1200000000013,494.0,2787.0600000000013,494.0,55.499999999999986,7982.649999999999,1205.94,43.269251469290204,1.0122950819672132,1.7627125075895562
90047,CRUSH WINES,14050,Baileyana Firepeak Cve Chard,8.78,12.99,750.0,180.0,1580.4,26.0,285.73999999999995,26.0,2.89,1457.7299999999998,-1294.66,-453.09022188003087,0.14444444444444443,0.18080232852442416
7153,PINE STATE TRADING CO,24347,Fess Parker Marcella's White,10.13,15.99,750.0,156.0,1580.2799999999997,99.0,1570.0100000000007,99.0,10.950000000000003,15884.819999999998,-10.269999999999072,-0.654135960917387,0.6346153846153846,0.9935011516946369
4380,CHARLES JACQUIN ET CIE INC,26436,Savory & James Amontillado,6.53,9.99,750.0,242.0,1580.2599999999995,196.0,1958.040000000001,196.0,21.73000000000001,1675.3900000000008,377.78000000000156,19.293783579497934,0.8099173553719008,1.2390619265184222
7245,PROXIMO SPIRITS INC.,3711,Three Olives Mango Vodka,11.36,14.99,750.0,139.0,1579.0399999999997,107.0,1603.9300000000003,107.0,84.26999999999998,38994.78000000001,24.890000000000555,1.5518133584383702,0.7697841726618705,1.015762741919141
1392,CONSTELLATION BRANDS INC,25770,Franciscan Est Cab Svgn Napa,131.57,199.99,6000.0,12.0,1578.84,12.0,2399.88,12.0,10.8,79528.99,821.0400000000002,34.21171058552928,1.0,1.5200273618606066
3252,E & J GALLO WINERY,24097,Gallo Copperidge Chard Cal,2.57,3.99,750.0,614.0,1577.9799999999996,615.0,2453.8500000000004,615.0,69.1,61966.909999999996,875.8700000000008,35.693705809238566,1.001628664495114,1.5550577320371621
8112,MOET HENNESSY USA INC,23694,Dom Perignon Rose,157.53,229.99,750.0,10.0,1575.3,11.0,2529.8900000000003,11.0,1.2100000000000002,48347.26,954.5900000000004,37.73247058172491,1.1,1.6059734653716755
7153,PINE STATE TRADING CO,5789,Tomahawk Maple Cream Liqueur,12.58,19.99,750.0,125.0,1572.5,202.0,3532.9799999999977,202.0,159.17000000000007,15884.819999999998,1960.4799999999977,55.4908321020781,1.616,2.246728139904609
4425,MARTIGNETTI COMPANIES,27851,Bastianich Vini Orsone Svgn,13.1,18.99,750.0,120.0,1572.0000000000002,2.0,37.98,2.0,0.22,144929.24,-1534.0200000000002,-4039.0205371248035,0.016666666666666666,0.024160305343511445
8352,LUXCO INC,1021,St Brendans Peppermint Bark,10.76,13.99,750.0,146.0,1570.9599999999996,634.0,7039.659999999992,634.0,499.49999999999966,10261.599999999997,5468.699999999992,77.68414951858468,4.342465753424658,4.481119824820488
4425,MARTIGNETTI COMPANIES,22509,Alderbrook Pnt Nr RRV,12.07,17.99,750.0,130.0,1569.1000000000001,1191.0,21426.089999999906,1191.0,132.15999999999977,144929.24,19856.989999999907,92.6766852934903,9.161538461538461,13.655018800586262
9552,M S WALKER INC,24825,Anakota 11 Helena Montana CS,54.05,79.99,750.0,29.0,1567.45,24.0,1919.7599999999998,24.0,2.69,55551.819999999985,352.3099999999997,18.351773138308943,0.8275862068965517,1.224766340234138
8673,STE MICHELLE WINE ESTATES,20963,Stags Leap Hands of Time Chr,10.96,16.99,750.0,143.0,1567.28,114.0,1936.8600000000001,114.0,12.73,15919.700000000003,369.58000000000015,19.081399791414977,0.7972027972027972,1.235809810627329
10754,PERFECTA WINES,34153,Capanna Rosso di Montalcino,12.33,25.99,750.0,127.0,1565.91,102.0,1430.9800000000002,102.0,11.379999999999999,28720.52,-134.92999999999984,-9.429202364812912,0.8031496062992126,0.9138328511855727
4425,MARTIGNETTI COMPANIES,26329,Cristom Pnt Nr Sommers Rsv,25.65,38.99,750.0,61.0,1564.65,59.0,2300.41,59.0,6.51,144929.24,735.7599999999998,31.983863746027875,0.9672131147540983,1.4702393506535005
9165,ULTRA BEVERAGE COMPANY LLP,25820,La Roche Trouee Red 14,8.05,11.99,750.0,194.0,1561.7,90.0,1079.1000000000004,90.0,9.970000000000002,68054.70000000003,-482.5999999999997,-44.72245389676578,0.4639175257731959,0.6909777806236795
4425,MARTIGNETTI COMPANIES,26763,Marcarini Nebb Langhe Lasarn,13.01,18.99,750.0,120.0,1561.2,65.0,1234.3500000000004,65.0,7.19,144929.24,-326.8499999999997,-26.47952363592171,0.5416666666666666,0.7906418139892393
9165,ULTRA BEVERAGE COMPANY LLP,24896,Pomino Vinsanto,30.61,44.99,750.0,51.0,1561.1100000000001,34.0,1529.66,34.0,3.7800000000000002,68054.70000000003,-31.450000000000045,-2.056012447210494,0.6666666666666666,0.979854078187956
4425,MARTIGNETTI COMPANIES,19316,Lyric by Etude Pnt Nr,9.99,14.99,750.0,156.0,1558.44,155.0,2204.4500000000003,155.0,17.419999999999998,144929.24,646.0100000000002,29.304815260042194,0.9935897435897436,1.4145234978568313
4425,MARTIGNETTI COMPANIES,27924,Barone Ricasoli Casalferro,37.08,55.99,750.0,42.0,1557.36,0.0,0.0,0.0,0.0,144929.24,-1557.36,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,44653,Nickel Rock Cairn Cab Svgn,64.86,95.99,750.0,24.0,1556.64,30.0,3109.7,30.0,3.3200000000000003,144929.24,1553.0599999999997,49.942438177316134,1.25,1.9977001747353271
10754,PERFECTA WINES,22022,Lower East Side Cab Svgn,21.91,34.99,750.0,71.0,1555.6100000000001,112.0,3908.88,112.0,12.430000000000001,28720.52,2353.27,60.203178404044124,1.5774647887323943,2.512763481849564
10754,PERFECTA WINES,15362,Gaia Notios Red,10.8,15.99,750.0,144.0,1555.1999999999996,191.0,3054.09,191.0,21.430000000000003,28720.52,1498.8900000000006,49.07812146989776,1.3263888888888888,1.9637924382716057
1392,CONSTELLATION BRANDS INC,19995,Ravenswood Barricia Znfdl,12.32,29.99,750.0,126.0,1552.3200000000002,170.0,3058.3,170.0,18.92,79528.99,1505.98,49.24238956282902,1.3492063492063493,1.9701479076479076
4425,MARTIGNETTI COMPANIES,16378,Hob Nob Malbec VDP D'Oc,6.66,9.99,750.0,233.0,1551.78,362.0,3556.380000000002,362.0,40.029999999999966,144929.24,2004.600000000002,56.366305063013534,1.553648068669528,2.291806828287516
10754,PERFECTA WINES,21465,Ch Haut Brion Pessac-Leognan,517.0,759.99,750.0,3.0,1551.0,3.0,2279.97,3.0,0.34,28720.52,728.9699999999998,31.972789115646254,1.0,1.47
7153,PINE STATE TRADING CO,33052,Gosset Grande RSV Brut,36.91,54.99,750.0,42.0,1550.22,3.0,164.97,3.0,0.33,15884.819999999998,-1385.25,-839.6981269321694,0.07142857142857142,0.10641715369431436
17035,PERNOD RICARD USA,15744,Sandeman 30 Yr Tawny Port,51.63,82.99,750.0,30.0,1548.8999999999999,14.0,1233.8600000000001,14.0,1.55,123780.21999999997,-315.03999999999974,-25.532880553709475,0.4666666666666667,0.7966040415778941
4692,KOBRAND CORPORATION,27778,Jadot Savigny les Beaune 14,25.8,39.99,750.0,60.0,1548.0,4.0,159.96,4.0,0.44,9139.38,-1388.04,-867.7419354838709,0.06666666666666667,0.10333333333333333
4425,MARTIGNETTI COMPANIES,25319,Ch Deux Rocs Premices Red,8.6,12.99,750.0,180.0,1548.0,150.0,1948.5000000000005,150.0,16.630000000000003,144929.24,400.50000000000045,20.554272517321035,0.8333333333333334,1.2587209302325584
